item_id,范畴,次范畴,学习能力,项目,目标,备注（观察？）,评估辅助物品,评估方法,成功标准,最小月龄,最大月龄
2-3-0-10-1,自理,自理梳洗技能,梳洗技能,擦抹身体,拿纸巾或卫生纸擦鼻涕,暂无,暂无,暂无,暂无,13,36
2-3-0-10-2,自理,自理梳洗技能,梳洗技能,擦抹身体,拧干毛巾,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,湿毛巾1条,请儿童把湿透（提起时会滴水）的毛巾拧干，观察儿童的表现。,用于把温毛巾大致拧干,37,60
2-3-0-10-3,自理,自理梳洗技能,梳洗技能,擦抹身体,用毛巾仔细擦脸,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,已经拧干的湿毛巾1条,给儿童1条湿毛巾，请儿童自己擦脸，提醒要擦脸上的每个部位，观察儿童的表现,自己用毛巾擦脸颊、额头、眼睛、鼻子、嘴巴和脖子,37,60
2-3-0-11-0,自理,自理梳洗技能,梳洗技能,擦抹身体,用毛巾擦干身体,暂无,暂无,暂无,暂无,49,72
2-3-0-11-1,自理,自理梳洗技能,梳洗技能,清洗身体,用水洗手,暂无,暂无,暂无,暂无,0,24
2-3-0-11-2,自理,自理梳洗技能,梳洗技能,清洗身体,开、关水龙头,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,各种制式（拨动、扭动、按压）的水龙头设施,请儿童自己开、关水龙头，观察儿童的表现,自己开、关水龙头,25,48
2-3-0-11-3,自理,自理梳洗技能,梳洗技能,清洗身体,用香皂洗手,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,香皂、清水,请儿童用香皂时洗手，观察儿童的表现,自己拿起或者涂香皂，双手互擦香皂，搓出泡沫，然后用清水洗干净,25,48
2-3-0-12-0,自理,自理梳洗技能,梳洗技能,清洗身体,用洗手液洗手（按压式瓶装洗手液）,暂无,暂无,暂无,暂无,25,48
2-3-0-12-1,自理,自理梳洗技能,梳洗技能,清洗身体,模拟用毛巾给洋娃娃洗脸,暂无,暂无,暂无,暂无,25,48
2-3-0-12-2,自理,自理梳洗技能,梳洗技能,清洗身体,模拟给洋娃娃洗澡,暂无,暂无,暂无,暂无,37,60
2-3-0-12-3,自理,自理梳洗技能,梳洗技能,清洗身体,自己洗澡,评估项目只适合在日常生活中观察或咨询家长或照顾者，不宜勉强加插在评估时间内进行。,浴缸或者澡盆、香皂、水和毛巾,预备洗澡用品，请儿童自己洗澡，观察儿童的表现；或者询问家长和照顾者,自己粗略地用香皂擦身体，用水冲洗身体以及有泡沫的地方，然后用毛巾擦干身体,49,72
2-3-0-12-4,自理,自理梳洗技能,梳洗技能,清洗身体,站在花酒或者水龙头下冲洗头发,暂无,暂无,暂无,暂无,49,72
2-3-0-12-5,自理,自理梳洗技能,梳洗技能,刷牙漱口,大人把牙刷轻贴唇部时，配合地张开嘴巴,暂无,暂无,暂无,暂无,0,24
2-3-0-12-6,自理,自理梳洗技能,梳洗技能,刷牙漱口,用手握牙刷并把牙刷放进口里,暂无,暂无,暂无,暂无,13,36
2-3-0-13-0,自理,自理梳洗技能,梳洗技能,刷牙漱口,用牙刷粗略地刷牙,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,牙刷1把、少量清水,把牙刷蘸少量清水后，递给儿童，让儿童自己刷牙，观察儿童的表现,把牙刷放进口里，粗略地用牙刷刷牙，尝试刷口腔里的不同部分,13,36
2-3-0-13-1,自理,自理梳洗技能,梳洗技能,刷牙漱口,用清水漱口,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,儿童使用的漱口蛊或者杯子、清水,刷牙后，把盛好水的漱口蛊或者杯子递给儿童，请儿童漱口，观察儿童的表现,用漱口血或者杯子里的水漱口，并且把水吐出来,13,36
2-3-0-14-0,自理,自理梳洗技能,梳洗技能,刷牙漱口,用牙刷仔细地刷牙,暂无,暂无,暂无,暂无,37,60
2-3-0-14-1,自理,自理梳洗技能,梳洗技能,刷牙漱口,用挤上牙膏的牙刷刷牙,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,牙刷1把、牙膏,把挤好牙膏的牙刷递给儿童，让儿童自己刷牙，观察儿童的表现,用挤好牙膏的牙刷刷牙，接受牙膏味道以及刷牙时产生的泡沫，并且适当地把泡沫吐出来,37,60
2-3-0-14-2,自理,自理梳洗技能,梳洗技能,刷牙漱口,把适量牙膏挤在牙刷上,暂无,暂无,暂无,暂无,49,72
2-3-0-15-0,自理,自理梳洗技能,梳洗技能,刷牙漱口,有早晚刷牙的习惯,暂无,暂无,暂无,暂无,49,72
2-3-0-15-1,自理,自理梳洗技能,梳洗技能,梳理头发,接受用吹风机吹干头发,暂无,暂无,暂无,暂无,13,36
2-3-0-15-2,自理,自理梳洗技能,梳洗技能,梳理头发,模拟用梳子给洋娃娃梳头,暂无,暂无,暂无,暂无,13,36
2-3-0-15-3,自理,自理梳洗技能,梳洗技能,梳理头发,用梳子粗略地梳头,暂无,暂无,暂无,暂无,25,48
2-3-0-15-4,自理,自理梳洗技能,梳洗技能,梳理头发,自己用梳子把头发梳理整齐,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,容易抓握的梳子1把、镜子1面,儿童自己拿起已经预备好的梳子梳头发，观察儿童的表现,自己拿起梳子梳理头发的各个部位，并且对通过镜子看到的不整齐部分进行梳理,49,72
2-3-0-15-5,自理,自理梳洗技能,梳洗技能,护理皮肤,大人代为涂润唇膏时，配合士也不动（主要是头部）,暂无,暂无,暂无,暂无,0,24
2-3-0-16-0,自理,自理梳洗技能,梳洗技能,护理皮肤,用润唇膏涂嘴唇,暂无,暂无,暂无,暂无,37,60
2-3-0-16-1,自理,自理梳洗技能,梳洗技能,护理皮肤,用于涂润肤膏或者润肤液,暂无,暂无,暂无,暂无,37,60
2-3-0-16-2,自理,自理梳洗技能,梳洗技能,护理皮肤,把适量的润肤膏或者润肤液挤在于上,暂无,暂无,暂无,暂无,49,72
2-4-0-0-0,自理,自理梳洗技能,梳洗技能,修剪指甲,大人给儿童修剪子指甲，儿童配合,暂无,暂无,暂无,暂无,0,24
2-4-0-0-1,自理,自理梳洗技能,梳洗技能,修剪指甲,大人给儿童修剪脚趾甲，儿童配合,暂无,暂无,暂无,暂无,0,24
2-4-0-0-2,自理,自理梳洗技能,梳洗技能,修剪指甲,用指甲刀修剪子指甲,暂无,暂无,暂无,暂无,49,72
2-4-0-0-3,自理,自理梳洗技能,梳洗技能,修剪指甲,用指甲刀修剪脚趾甲,暂无,暂无,暂无,暂无,49,72
2-4-0-0-4,自理,自理家具技能,家居技能,收拾-玩具、文具、书本,把玩具交给大人代为摆放,暂无,暂无,暂无,暂无,0,24
2-4-0-1-0,自理,自理家具技能,家居技能,收拾-玩具、文具、书本,把自己的玩具摆放在固定位置,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,玩具约5件、开放式玩具箱1个,当玩耍结束的时候，请儿童把玩具放回玩具箱里，观察儿童的表现,自己把所有玩具（约5件）放进玩具箱里,13,36
2-4-0-1-1,自理,自理家具技能,家居技能,收拾-玩具、文具、书本,把书本放进书包,暂无,暂无,暂无,暂无,13,36
2-4-0-1-2,自理,自理家具技能,家居技能,收拾-玩具、文具、书本,把文具放进笔袋,暂无,暂无,暂无,暂无,37,60
2-4-0-1-3,自理,自理家具技能,家居技能,收拾-玩具、文具、书本,把玩具放进玩具的包装盒里,暂无,暂无,暂无,暂无,37,60
2-4-0-1-4,自理,自理家具技能,家居技能,收拾-衣物（摆放）,把鞋子、袜子放在平时指定的位置,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,鞋子、袜子各1双,请儿童脱掉鞋子和袜子，然后把鞋子和袜子放在指定的位置，观察儿童表现,自己把袜子放进鞋子里，再把鞋子放在平时指定的位置,13,36
2-4-0-1-5,自理,自理家具技能,家居技能,收拾-衣物（摆放）,把自己的衣物放进柜子里的抽屉,暂无,暂无,暂无,暂无,13,36
2-4-0-1-6,自理,自理家具技能,家居技能,收拾-衣物（摆放）,把抽屉推进柜子里,暂无,暂无,暂无,暂无,25,48
2-4-0-2-0,自理,自理家具技能,家居技能,收拾-衣物（摆放）,拉开抽屉（把手容易抓握的抽屉）,暂无,暂无,暂无,暂无,25,48
2-4-0-2-1,自理,自理家具技能,家居技能,收拾-衣物（ 钩挂）,把小胶圈套挂在钩子上,暂无,暂无,暂无,暂无,13,36
2-4-0-3-0,自理,自理家具技能,家居技能,收拾-衣物（ 钩挂）,把自己的物品挂在固定的位置,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,毛巾、水壶或者可以挂在钩上的物品共3件,请儿童把物品挂在指定的钩上，观察儿童的表现,3件物品中有2件成功地挂在钩上,25,48
2-4-0-3-1,自理,自理家具技能,家居技能,收拾-衣物（ 钩挂）,把毛巾挂在衣架上,暂无,暂无,暂无,暂无,37,60
2-4-0-3-2,自理,自理家具技能,家居技能,收拾-衣物（ 钩挂）,把外套挂在衣架上,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,儿童自己的外套1件、衣架1个,请儿童把外套用衣架挂起来，观察儿童的表现,自己把外套挂在衣架上，领子、袖子的位置正确,37,60
2-4-0-3-3,自理,自理家具技能,家居技能,收拾-餐具、食物,把已经折好的小毛巾放进盒子里,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,叠好的毛巾1条、开盖式毛巾盒1个,把毛巾和已经打开盖子的盒子放在儿童面前，请儿童把毛巾收好，观察儿童的表现,自己把毛巾放进毛巾盒里，并且把盖子盖好,13,36
2-4-0-3-4,自理,自理家具技能,家居技能,收拾-餐具、食物,折叠小毛巾,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,毛巾1条,把毛巾递给儿童，请儿童把毛巾叠好（提示叠3下），观察儿童的表现,自己对折毛巾3下,25,48
2-4-0-3-5,自理,自理家具技能,家居技能,收拾-餐具、食物,喝完水后，把学生水壶盖盖上,暂无,暂无,暂无,暂无,25,48
2-4-0-3-6,自理,自理家具技能,家居技能,收拾-餐具、食物,吃完或拿食物后，把装食物的容器盖上,暂无,暂无,暂无,暂无,25,48
2-4-0-3-7,自理,自理家具技能,家居技能,收拾-餐具、食物,用保鲜袋把食物封好,暂无,暂无,暂无,暂无,37,60
2-4-0-4-0,自理,自理家具技能,家居技能,收拾-餐具、食物,饭后收拾碗筷，把碗、碟分别叠好,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,碗、碟子、筷子,请儿童在饭后，把碗、碟子、筷子分别叠好、放好，观察儿童的表现,把碗、碟子、筷子分别整齐地摆叠好、放好 ,49,72
2-4-0-4-1,自理,自理家具技能,家居技能,收拾-床上用品、垃圾,把垃圾放进垃圾桶里（开放式或者有盖式）,暂无,暂无,暂无,暂无,0,24
2-4-0-4-2,自理,自理家具技能,家居技能,收拾-床上用品、垃圾,把椅子移到原位或者指定的位置,暂无,暂无,暂无,暂无,13,36
2-4-0-4-3,自理,自理家具技能,家居技能,收拾-床上用品、垃圾,简单地整理自己的枕头和被子,暂无,暂无,暂无,暂无,49,72
2-4-0-4-4,自理,自理家具技能,家居技能,打扫清洁,拧干毛巾,暂无,暂无,暂无,暂无,37,60
2-4-0-4-5,自理,自理家具技能,家居技能,打扫清洁,用布擦桌子,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,抹布1块,桌子上有水或者污迹，把抹布递给儿童，请儿童清洁桌子，观察儿童的表现,自己用布把桌子上的水或者污迹大致擦干净,37,60
2-4-0-4-6,自理,自理家具技能,家居技能,打扫清洁,简单地清洁餐具,暂无,暂无,暂无,暂无,49,72
2-4-0-4-7,自理,自理家具技能,家居技能,打扫清洁,使用简单的清洁用品,暂无,暂无,暂无,暂无,49,72
2-4-0-4-8,自理,自理家具技能,家居技能,处理门闩窗户,把门关上,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,可以向前推开的门,离开或者进入房间后，请儿童顺便关门，观察儿童的表现,用手把门关上,0,24
2-4-0-5-0,自理,自理家具技能,家居技能,处理门闩窗户,扭动门的把手开门,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,扭动式门锁的门（把手形状以儿童能抓握为标准）,进入或者准备离开房间时，请儿童开门，观察儿童的表现,扭动门的把手开门,25,48
2-4-0-5-1,自理,自理家具技能,家居技能,处理门闩窗户,拉动横拉式的推拉门,暂无,暂无,暂无,暂无,25,48
2-4-0-6-0,自理,自理家具技能,家居技能,处理门闩窗户,用钥匙开关,暂无,暂无,暂无,暂无,49,72
2-4-0-6-1,自理,自理家具技能,家居技能,处理门闩窗户,开启和锁上防盗链,暂无,暂无,暂无,暂无,49,72
2-4-0-6-2,自理,自理家具技能,家居技能,处理门闩窗户,开关窗户,暂无,暂无,暂无,暂无,49,72
2-4-0-6-3,自理,自理家具技能,家居技能,使用家居电器,开关冰箱门，并且取出食物,暂无,暂无,暂无,暂无,13,36
2-4-0-6-4,自理,自理家具技能,家居技能,使用家居电器,开关电视机,暂无,暂无,暂无,暂无,13,36
2-4-0-6-5,自理,自理家具技能,家居技能,使用家居电器,开关电灯,建议尽可能在日常程序下观察儿童表现，假若未能观察，才在评估期间进行。,墙上按键式的电灯开关,进入或者离开房间时，请儿童开灯或者关灯（灯的开关在儿童能伸手接触到或者在协助下能触摸到的位置），观察儿童的表现,用手指按键开灯、关灯,13,36
2-4-0-6-6,自理,自理家具技能,家居技能,使用家居电器,正确地开关有热水供应的水龙头,暂无,暂无,暂无,暂无,49,72
2-4-0-6-7,自理,自理家具技能,家居技能,使用公众设施,使用电梯的开关按钮,评估项目只适合在日常生活中观察或咨询家长或照顾者，不宜勉强加插在评估时间内进行。,电梯设施,进入电梯机前，请儿童按↑或↓按钮。进人电梯后，请儿童按适当的按钮，包括开门、关门，观察儿童的表现,正确地根据需要按下按钮，包括上、下、开门、关门,25,48
2-4-0-7-0,自理,自理家具技能,家居技能,使用公众设施,使用手扶电梯,评估项目只适合在日常生活中观察或咨询家长或照顾者，不宜勉强加插在评估时间内进行。,手扶电梯设施,乘搭手扶电梯时（评估员陪同），观察儿童能不能自己用正确的方法乘搭，观察儿童的表现,在乘搭手扶电梯的时候，紧握扶手，站在台阶的一边直到抵达地面,37,60
2-4-0-7-1,自理,自理家具技能,家居技能,使用公众设施,使用交通灯,评估项目只适合在日常生活中观察或咨询家长或照顾者，不宜勉强加插在评估时间内进行。,马路上或者模拟的交通灯,在交通灯前停下（评估员陪同），观察儿童能不能按照交通灯的指示过马路，观察儿童的表现,自己按照交通灯的指示过马路,49,72
5-0-0-0-0,认知,认知感知知觉,视觉,对光作出反应,对灯光剌激作出行为反应,暂无,直径约1厘米的电筒1支（准备电池）,先调暗光线，开着手电筒在儿童眼前约50厘米的位置照射，观察儿童的反应,对灯光作出反应，如：眨眼睛、面部表情转变、身体动作转变、突然受惊吓、嘴巴动、睁大眼睛、皱眉头、头扭动、想哭、眼珠转动、哭闹等,1,1
5-0-0-1-0,认知,认知感知知觉,视觉,注视,注视眼前物品3秒（距离约25cm)（可参看「认知－空间概念」- p.83),暂无,直径约4厘米的红色圆球1件,在儿童面前，离眼睛约25厘米的位置摇动圆球，吸引儿童的注意，观察儿童的反应,注视圆球3秒或者3秒以上,0,6
5-0-0-2-0,认知,认知感知知觉,视觉,注视,注视眼前物品5秒（距离约25cm),暂无,暂无,暂无,暂无,0,12
